Name,Country
South Wales Vets - Blackwood,United Kingdom
South Wales Vets - Newport,United Kingdom
Speyside - Aberlour Veterinary Practice,United Kingdom
Speyside - Fochabers Veterinary Practice,United Kingdom
Spring Lodge Veterinary Group - Beaulieu Square,United Kingdom
Spring Lodge Veterinary Group - Chelmsford,United Kingdom
Spring Lodge Veterinary Group - Great Notley,United Kingdom
Spring Lodge Veterinary Group - Ingatestone,United Kingdom
Spring Lodge Veterinary Group - Tiptree,United Kingdom
Spring Lodge Veterinary Group - Witham,United Kingdom
Midhurst Vets,United Kingdom
Sprinz & Nash Vets - Princes Risborough,United Kingdom
Sprinz & Nash Vets - Thame,United Kingdom
St Georges Vets - Albrighton,United Kingdom
St Georges Vets - Bushbury,United Kingdom
St Georges Vets - Halesowen,United Kingdom
St Georges Vets - Perton,United Kingdom
St Georges Vets - Sedgley,United Kingdom
St Georges Vets - Wolverhampton,United Kingdom
Stocks Veterinary Centre - Upton-upon-Severn,United Kingdom
Stocks Veterinary Centre-Lower Wick,United Kingdom
Sidbury Hill Vets,United Kingdom
Stonehenge Vets,United Kingdom
Strathspey Veterinary Centre - Aviemore,United Kingdom
Strathspey Veterinary Centre - Grantown-on-Spey,United Kingdom
Summerhill Veterinary Centre - Summergrove Vets,United Kingdom
Summerhill Veterinary Centre - Summerhill Vets,United Kingdom
Summerhill Veterinary Centre - Summerview Vets,United Kingdom
Summerwood Vets - Blackwood,United Kingdom
Summerwood Vets - Caerphilly,United Kingdom
Sundean Veterinary Clinic - Forest of Dean,United Kingdom
Sundean Veterinary Clinic - Hartpury,United Kingdom
Sundean Veterinary Clinic - Lydney,United Kingdom
Sussex Coast Vets - Bexhill,United Kingdom
Sussex Coast Vets - Silverhill (Beaufort Road),United Kingdom
Swadlincote Vets - Melbourne Veterinary Centre,United Kingdom
Swadlincote Vets - Swadlincote Veterinary Centre,United Kingdom
Birkenhead Veterinary Clinic,United Kingdom
Wirral Vets - Seaview,United Kingdom
Wirral Vets - Upton,United Kingdom
Taverham Veterinary Practice - Bure Valley,United Kingdom
Taverham Veterinary Practice - Fir Covert Rd,United Kingdom
Taverham Veterinary Practice - Longwater Lane,United Kingdom
Taylor Vets - Cathkin Main Hospital,United Kingdom
Taylor Vets - Clarkston Toll,United Kingdom
Taylor Vets - East Kilbride,United Kingdom
Taylor Vets - Shedden,United Kingdom
Tern Vets - Market Drayton,United Kingdom
Tern Vets - Newport,United Kingdom
Thanet Vets Birchington,United Kingdom
Thanet Vets Margate,United Kingdom
The Animal House Rugby,United Kingdom
The Barn Veterinary Practice - Ashcroft Road,United Kingdom
The Barn Veterinary Practice - Copdock,United Kingdom
Charlesworth Vets - Clay Cross,United Kingdom
Charlesworth Vets - South Normanton,United Kingdom
The Gatehouse Vets - Borras,United Kingdom
The Gatehouse Vets - Lavister,United Kingdom
The Glenthorne Veterinary Centre - Tutbury,United Kingdom
The Glenthorne Veterinary Group - Uttoxeter,United Kingdom
Grove Dene Vet Clinic (Yeovil),United Kingdom
Kingston House (Sherborne),United Kingdom
The Laurels Vet Centre - Ewyas,United Kingdom
The Laurels Vet Centre - Hereford,United Kingdom
The Neighbourhood Vet - Crofton Park,United Kingdom
The Neighbourhood Vet - East Dulwich,United Kingdom
The Neighbourhood Vet - Penge,United Kingdom
The Oak Veterinary Group - Fishguard,United Kingdom
The Oak Veterinary Group - Haverfordwest,United Kingdom
The Vet Centre - Cherry Lane,United Kingdom
The Vet Centre - Maids Moreton,United Kingdom
The Veterinary Clinic - Dyas,United Kingdom
The Veterinary Clinic - Erdington,United Kingdom
The Veterinary Clinic - Great Barr,United Kingdom
The Veterinary Clinic - New Hall,United Kingdom
The Veterinary Clinic - West Bromwich,United Kingdom
Three Rivers Group - Beccles,United Kingdom
Three Rivers Group - Kessingland,United Kingdom
Three Rivers Group - Loddon,United Kingdom
Three Rivers Group - Norwich,United Kingdom
Three Rivers Group - Poringland,United Kingdom
Towerwood Vets - Cookridge,United Kingdom
Towerwood Vets - Greengates,United Kingdom
Town and Country Veterinary Group - Blackburn,United Kingdom
Town and Country Veterinary Group - Clayton,United Kingdom
Town and Country Veterinary Group - Whalley,United Kingdom
Unicorn Vets - Fairfield Surgery,United Kingdom
Unicorn Vets - Park Surgery,United Kingdom
Usk Vets - Caerleon Veterinary Centre,United Kingdom
Usk Vets Veterinary Centre,United Kingdom
Vale Vets - Clevedon,United Kingdom
Vale Vets - Pill,United Kingdom
Vale Vets Animal Hospital - Dursley,United Kingdom
Vale Vets Animal Hospital - Portishead,United Kingdom
Victoria Veterinary Practice - Aberdare,United Kingdom
Victoria Veterinary Practice - Merthyr Tydfil,United Kingdom
Village Vets - Childer Thornton,United Kingdom
Village Vets - Liverpool Road,United Kingdom
Village Vets - Meadow Bank,United Kingdom
Walton Lodge Vets - Bengeo,United Kingdom
Walton Lodge Vets - Bishop's Stortford,United Kingdom
Walton Lodge Vets - Harlow,United Kingdom
Walton Lodge Vets - Hoddesdon,United Kingdom
Walton Lodge Vets - Stevenage,United Kingdom
Walton Lodge Vets - Ware,United Kingdom
Waverley Vets - Godalming,United Kingdom
Waverley Vets - Hindhead (Beacon Hill),United Kingdom
"Waverley Vets, Farnham (Shortheath)",United Kingdom
"Waverley Vets, Woodside",United Kingdom
Well House Vets Crowborough,United Kingdom
Well House Vets Tunbridge Wells,United Kingdom
Wellpets Vets - Minster-on-Sea,United Kingdom
Wellpets Vets - Sheerness,United Kingdom
Wellpets Vets - Sittingbourne,United Kingdom
Wellpet Veterinary Practice - Edgware,United Kingdom
Wellpet Veterinary Practice - Shenley,United Kingdom
WellPets South Wales - Fairwater,United Kingdom
Wellpets Vets - Avondale,United Kingdom
Wellpets West Country - Clevedon,United Kingdom
Wellpets West Country - Worle,United Kingdom
Wellpets West Country - Yeovil,United Kingdom
Wendover Heights - Merrilaw,United Kingdom
Wendover Heights Veterinary Centre - Halton,United Kingdom
Westmorland Vets - Kendal Surgery,United Kingdom
Westmorland Vets - Kirkby Lonsdale,United Kingdom
Westwood Vets Boston Spa,United Kingdom
Westwood Vets Garforth,United Kingdom
Wheelhouse Vets - Amersham,United Kingdom
Wheelhouse Vets - Beaconsfield,United Kingdom
Wheelhouse Vets - Chalfont St Giles,United Kingdom
Wheelhouse Vets - Chesham,United Kingdom
Wheelhouse Vets - Amersham,United Kingdom
Wheelhouse Vets - Beaconsfield,United Kingdom
Wheelhouse Vets - Chalfont St Giles,United Kingdom
Wheelhouse Vets - Chesham,United Kingdom
Eureka Veterinary Centre,United Kingdom
Wigmore Veterinary Centre,United Kingdom
Willow Veterinary Centres - Newport Pagnell,United Kingdom
Willow Veterinary Centres - Olney,United Kingdom
Wilton House Veterinary Clinic,United Kingdom
Copeland Veterinary Surgeons,United Kingdom
Stokesley Veterinary Practice,United Kingdom
Cockfosters Vet Surgery,United Kingdom
Holders Hill Vet Surgery,United Kingdom
Oakwood Vet Surgery,United Kingdom
Rosemary Avenue Veterinary Clinic,United Kingdom
Wood Street Veterinary Hospital,United Kingdom
Woodside Vets - Aboyne,United Kingdom
Woodside Vets - Banchory,United Kingdom
Woodside Vets - Torphins,United Kingdom
Wright & Morten Veterinary Group - Congleton,United Kingdom
Wright & Morten Veterinary Group - Macclesfield,United Kingdom
Wright & Morten Veterinary Group - Wilmslow,United Kingdom
Yorkshire Vets - Armley Surgery,United Kingdom
Yorkshire Vets - Birkenshaw Surgery,United Kingdom
Yorkshire Vets - Horsforth Surgery,United Kingdom
Yorkshire Vets - Meanwood Surgery,United Kingdom
Yorkshire Vets - Morley Surgery,United Kingdom
Yorkshire Vets - Thornbury Hospital,United Kingdom
Zetland Vets - Backwell,United Kingdom
Zetland Vets - Clifton,United Kingdom
Zetland Vets - Filton,United Kingdom
Zetland Vets - Fishponds,United Kingdom
Zetland Vets - Patchway,United Kingdom
Zetland Vets - Stoke Bishop,United Kingdom
Zetland Vets - Westbury,United Kingdom
Zetland Vets - Zetland Road,United Kingdom
1066 Veterinary Centre,United Kingdom
Acres Vet Centre,United Kingdom
Albert Cottage Vet,United Kingdom
Alexander Vets - Barrow in Furness,United Kingdom
Alma Veterinary Hospital,United Kingdom
Alora Vets,United Kingdom
Alpha Veterinary Practice,United Kingdom
Amical Veterinary Centre,United Kingdom
Andale Vets,United Kingdom
Aran Veterinary Clinic,United Kingdom
Ark House Vets,United Kingdom
Ark Veterinary Centre,United Kingdom
Ashcroft Veterinary Surgery,United Kingdom
Atherton Veterinary Centre,United Kingdom
Avenue Veterinary Centre - Malvern,United Kingdom
Barton Lodge Veterinary Centre,United Kingdom
Beaumont Veterinary Centre,United Kingdom
Beech House Veterinary Centre,United Kingdom
Beeches Veterinary Centre,United Kingdom
Bell & Partners - Coventry,United Kingdom
Bellevue Veterinary Clinic,United Kingdom
Belmont Vets,United Kingdom
Bilton Veterinary Centre,United Kingdom
Biscot Mill Vet Centre,United Kingdom
Bishop Hendry & Edwards,United Kingdom
Bishops Veterinary Surgery,United Kingdom
Blackberry Veterinary Clinic,United Kingdom
Blackness Veterinary Surgery,United Kingdom
Blenheim Veterinary Centre,United Kingdom
Blue House Veterinary Centre Ltd,United Kingdom
Bourne Veterinary Practice,United Kingdom
Boyce & Houston Vets,United Kingdom
Bridge Street Veterinary Practice,United Kingdom
Bruceview Vets,United Kingdom
Cambridge Veterinary Group,United Kingdom
Castle Vets Pet Healthcare Centre - Reading,United Kingdom
Cedarwood Veterinary Practice,United Kingdom
Celyn Vets Abergele,United Kingdom
Cherry Tree Veterinary Practice,United Kingdom
Cheshire Pet,United Kingdom
Chestnut Vets Ltd,United Kingdom
Christopher Carter,United Kingdom
Cibyn Vet Clinic,United Kingdom
Cogges Veterinary Practice - Cogges Vets,United Kingdom
Companion Veterinary Clinic,United Kingdom
Congleton Vets,United Kingdom
Cootes Veterinary Clinic Ltd,United Kingdom
Corner House Vets,United Kingdom
Crieff Vets,United Kingdom
Croft Veterinary Centre,United Kingdom
Darley House Veterinary Centre - Bolton,United Kingdom
de Montfort Veterinary Hospital,United Kingdom
Deane Vets - Taunton,United Kingdom
Drumahoe Veterinary Clinic,United Kingdom
Earlswood Veterinary,United Kingdom
East Neuk Veterinary Clinic,United Kingdom
Eaton Veterinary Practice,United Kingdom
Emerson's Green Veterinary Surgery,United Kingdom
Emscote Vets,United Kingdom
Fields Vets,United Kingdom
Gilmore Veterinary Surgery,United Kingdom
Gladstone Veterinary Clinic,United Kingdom
Grahams Road Veterinary Clinic,United Kingdom
Grange Hill Veterinary Centre,United Kingdom
Grove Veterinary Centre Limited,United Kingdom
Hawthorne Lodge Veterinary Practice,United Kingdom
Haydon Vet Centre,United Kingdom
Heathside Veterinary Practice Ltd,United Kingdom
Highertown Vets,United Kingdom
Hook Veterinary Centre,United Kingdom
Inshes Vets,United Kingdom
Jackson Vets,United Kingdom
Kilbarchan Veterinary Practice,United Kingdom
Kingsteignton Veterinary Group - Kingsteignton,United Kingdom
Lamond Veterinary Clinic,United Kingdom
Lawrence Veterinary Centre,United Kingdom
Lowesmoor House Vets,United Kingdom
Mainstone Veterinary Clinic,United Kingdom
Maltman Cosham Veterinary Clinic,United Kingdom
Manor Farm Vets,United Kingdom
Manor Veterinary Clinic,United Kingdom
Mansion Hill Vets - Banbury,United Kingdom
Marple Veterinary Centre,United Kingdom
Martin Veterinary Centre,United Kingdom
McKenzie Vets,United Kingdom
McPhersons Veterinary Practice,United Kingdom
Midland Veterinary Surgery - Leyton,United Kingdom
Milford Veterinary Hospital,United Kingdom
Mill House Veterinary Surgery & Hospital,United Kingdom
Millpark Vets,United Kingdom
Mintlaw Vets,United Kingdom
Miramar Vets - Sheringham,United Kingdom
Mount Road Vets,United Kingdom
New Malden Vets,United Kingdom
New Street Vets - Honiton,United Kingdom
Norcross Vets - Norcross Lane,United Kingdom
North Weald Veterinary Surgery,United Kingdom
Norwood Road Veterinary Surgery,United Kingdom
Oakham Veterinary Hospital,United Kingdom
Oakmount Veterinary Centre,United Kingdom
Oban Veterinary Centre,United Kingdom
Orby Vets,United Kingdom
Paws Colchester Veterinary Centre,United Kingdom
Petvets,United Kingdom
Pool Farm Veterinary Practice,United Kingdom
Portchester Vets,United Kingdom
Rae Bean and Partners,United Kingdom
Rhyd Broughton,United Kingdom
Richmond House Vets Dewsbury,United Kingdom
Riverside Veterinary Centre,United Kingdom
Rogart Vets,United Kingdom
Rosehill Veterinary Clinic,United Kingdom
Sanders Vets,United Kingdom
Shaw Veterinary Centre Ltd,United Kingdom
Shinfield Veterinary Clinic,United Kingdom
Shore Veterinary Centre,United Kingdom
Shreen Veterinary Group,United Kingdom
South Devon Veterinary Centre,United Kingdom
St Mary's Vets in Ferndown,United Kingdom
St Mary's Vets in Tamworth,United Kingdom
Stamford Veterinary Centre,United Kingdom
Steffan Veterinary Services,United Kingdom
Straid Vets - Beaconsfield,United Kingdom
Strathmore Veterinary Clinic,United Kingdom
Struthers & Scott,United Kingdom
Summerhill Veterinary Centre Norfolk,United Kingdom
Sunninghill Veterinary Centre,United Kingdom
Terrington Veterinary Centre,United Kingdom
The Avenue Veterinary Clinic,United Kingdom
The Cat Clinic,United Kingdom
The Riverside Vets - Spalding,United Kingdom
"The Veterinary Centre, Glasgow",United Kingdom
The Vets' Place,United Kingdom
Tower Veterinary Centre,United Kingdom
Trinity Vet Centre,United Kingdom
Twickenham Veterinary Surgery,United Kingdom
Vermuyden Veterinary Practice,United Kingdom
Vet on the Hill,United Kingdom
Vine Tree Vets,United Kingdom
Virginia Water,United Kingdom
Wards Veterinary Centre,United Kingdom
Wherry Veterinary Group,United Kingdom
White Cliffs Veterinary Surgery,United Kingdom
White House Vets,United Kingdom
James Street Veterinary Centre,United Kingdom
James Street Veterinary Centre - Wragby,United Kingdom
VetCare @ Home - Belper,United Kingdom
VetCare @ Home - Chapel,United Kingdom
DS McGregor & Partners – Thurso,United Kingdom
DS McGregor & Partners – Wick,United Kingdom
Fenton Vets - Haverfordwest,United Kingdom
Fenton Vets - Pembroke Dock,United Kingdom
Pennard Vets - Allington,United Kingdom
Pennard Vets - Borough Green,United Kingdom
Pennard Vets - Langley Park,United Kingdom
Pennard Vets - Maidstone,United Kingdom
Pennard Vets - Priory Lodge,United Kingdom
Pennard Vets - Sevenoaks,United Kingdom
Pennard Vets - Tonbridge,United Kingdom
Pennard Vets - West Malling,United Kingdom
Burford Lane Vets,United Kingdom
Sandymoor Vets,United Kingdom
Westbrook Vets,United Kingdom
Stellar Vets,United Kingdom
Battersea Square Vets,United Kingdom
Dierenkliniek IJzendijke,Netherlands
Dierenkliniek Kapellebrug (Merged with IJzendijke),Netherlands
Mercer and Hughes - Bocking Braintree,United Kingdom
Mercer and Hughes - Great Dunmow,United Kingdom
Mercer and Hughes - Saffron Walden,United Kingdom
Mercer and Hughes - Stansted,United Kingdom
Swayne and Partners - Bury St Edmunds,United Kingdom
Swayne and Partners - Haverhill,United Kingdom
Swayne and Partners - Long Melford,United Kingdom
Swayne and Partners - Newmarket,United Kingdom
Willett House Veterinary Surgeons - Addlestone,United Kingdom
Willett House Veterinary Surgeons - Egham,United Kingdom
Willett House Veterinary Surgeons - Feltham,United Kingdom
Willett House Veterinary Surgeons - Hampton,United Kingdom
Willett House Veterinary Surgeons - Laleham,United Kingdom
Willett House Veterinary Surgeons - Staines,United Kingdom
Willett House Veterinary Surgeons - Stanwell,United Kingdom
Willett House Veterinary Surgeons - Sunbury,United Kingdom
Penrose Veterinary Group - Brinkley Lane,United Kingdom
Pet Care Veterinary Surgery,United Kingdom
The Vet Whetstone,United Kingdom
Larkmead Veterinary Group - Benson,United Kingdom
Larkmead Veterinary Group - Cholsey,United Kingdom
Larkmead Veterinary Group - Didcot (Park Road),United Kingdom
Larkmead Veterinary Group - Great Western Park,United Kingdom
Larkmead Veterinary Group - Sutton Courtenay,United Kingdom
Colne Valley Veterinary Practice - Colchester,United Kingdom
Colne Valley Veterinary Practice - Wivenhoe,United Kingdom
MyVet Celbridge,Ireland
MyVet Firhouse,Ireland
MyVet Lucan,Ireland
MyVet Maynooth,Ireland
Blackrock Veterinary Clinic,Ireland
Primrose Hill Veterinary Clinic,Ireland
Blythwood Vets - Bushey,United Kingdom
Blythwood Vets - Hatchend,United Kingdom
Blythwood Vets - Northwood,United Kingdom
Chess Vets - Chorleywood,United Kingdom
Chess Vets - Rickmansworth,United Kingdom
Palmerston Veterinary Group - Buckhurst Hill,United Kingdom
Palmerston Veterinary Group - Hornchurch,United Kingdom
Palmerston Veterinary Group - Walthamstow,United Kingdom
Palmerston Veterinary Group - Woodford Green,United Kingdom
Vet4life - Shepperton,United Kingdom
Vet4life - Surbiton,United Kingdom
Vet4life - Teddington,United Kingdom
Animal Ark Veterinary Centre,United Kingdom
Maven Veterinary Care,United Kingdom
608 Vet Practice - Acocks Green,United Kingdom
608 Vet Practice - Bentley Heath,United Kingdom
608 Vet Practice - Solihull,United Kingdom
Avonvale Veterinary Centres - Cubbington,United Kingdom
Avonvale Veterinary Centres - Heathcote,United Kingdom
Avonvale Veterinary Centres - Kenilworth,United Kingdom
Avonvale Veterinary Centres - Southam,United Kingdom
Avonvale Veterinary Centres - Stratford,United Kingdom
Avonvale Veterinary Centres - Warwick,United Kingdom
Avonvale Veterinary Centres - Wellesbourne,United Kingdom
Blacks Vets - Dudley,United Kingdom
Blacks Vets - Lye Stourbridge,United Kingdom
Blacks Vets - Oldbury,United Kingdom
Blacks Vets - Quinton,United Kingdom
Blacks Vets - Sedgley,United Kingdom
Chapel House - Staveley,United Kingdom
Chapel House Vets,United Kingdom
Shires Vets - Eaton Park,United Kingdom
Shires Vets - Eccleshall,United Kingdom
Shires Vets - Gnosall,United Kingdom
Shires Vets - Stafford,United Kingdom
Shires Vets - Stone,United Kingdom
Donnachie & Townley - Rugeley,United Kingdom
Donnachie & Townley - Stafford,United Kingdom
Park Vet Group - Glenfield,United Kingdom
Park Vet Group - Saffron Lane,United Kingdom
Park Vet Group - Scraptoft,United Kingdom
Park Vet Group - Whetstone,United Kingdom
Brentknoll Veterinary Centre,United Kingdom
Maggie and Marlow Vets,United Kingdom
Peak Vets,United Kingdom
Woodward Veterinary Surgery,United Kingdom
Abbey House - Batley Clinic,United Kingdom
Abbey House - Cleckheaton Clinic,United Kingdom
Abbey House - Halton Clinic,United Kingdom
Abbey House - Kippax Clinic,United Kingdom
Abbey House - Morley Clinic,United Kingdom
Abbey House - Rothwell Clinic,United Kingdom
Broadway Veterinary Surgery - Bebington,United Kingdom
Broadway Veterinary Surgery - Heswall,United Kingdom
Broadway Veterinary Surgery - Wallasey,United Kingdom
Calder Vets,United Kingdom
Greenside Vet - Jedburgh,United Kingdom
Greenside Vet - St. Boswell,United Kingdom
Norwood Veterinary Group - Beverley,United Kingdom
St. Clair Vet Group - Cos Lane,United Kingdom
St. Clair Vet Group - Kirkcaldy,United Kingdom
St. Clair Vet Group - Leven,United Kingdom
Pets'n'Vets - Blantyre,United Kingdom
Pets'n'Vets - Crookfur,United Kingdom
Pets'n'Vets - Hairmyres,United Kingdom
Pets'n'Vets - Queen Margaret Drive,United Kingdom
Pets'n'Vets - Roundhouse Veterinary Hospital,United Kingdom
Pets'n'Vets - Scotstoun,United Kingdom
The Gables Veterinary Centre,United Kingdom
Wicstun Group - End Cottage,United Kingdom
Hawick Veterinary Practice,United Kingdom
My Pets Vets,United Kingdom
Parkhill Veterinary Surgery,United Kingdom
Wildbore Vetstop,United Kingdom
AAS Veterinary Services - Abbeydale,United Kingdom
AAS Veterinary Services - Hucclecote,United Kingdom
AAS Veterinary Services - Quedgeley,United Kingdom
AAS Veterinary Services - Stroud Five Valleys,United Kingdom
Alder Vets,United Kingdom
Croft Vets,United Kingdom
CityVets - Alphington,United Kingdom
CityVets - Heavitree,United Kingdom
CityVets - St Thomas,United Kingdom
CityVets - Whipton,United Kingdom
Folly Gardens Veterinary Clinic - Bishop's Cleeve,United Kingdom
Folly Gardens Veterinary Clinic - Cheltenham,United Kingdom
Folly Gardens Veterinary Clinic - Walton Cardiff,United Kingdom
Garston Veterinary Group,United Kingdom
St Anne's Veterinary Group - Eastbourne,United Kingdom
St Anne's Veterinary Group - Langney,United Kingdom
St Anne's Veterinary Group - Willingdon,United Kingdom
Boundary Veterinary Centre,United Kingdom
Cathcart and Winn - Farnham,United Kingdom
Eastcott Veterinary Clinic & Hospital,United Kingdom
Gower Veterinary Surgery,United Kingdom
Leadon Vale Veterinary Centre,United Kingdom
Moor Cottage Veterinary Hospital,United Kingdom
Oak Barn Vets,United Kingdom
The Barn Animal Hospital,United Kingdom
Cherrydown Vets - Basildon,United Kingdom
Cherrydown Vets - Stanford le Hope,United Kingdom
Cherrydown Vets - Wickford,United Kingdom
Cinque Ports Vets - Cat Clinic,United Kingdom
Cinque Ports Vets - Hawkhurst,United Kingdom
Cinque Ports Vets - Kingsnorth,United Kingdom
Cinque Ports Vets - Lydd,United Kingdom
Cinque Ports Vets - Rye,United Kingdom
Cinque Ports Vets - Tenterden,United Kingdom
Cromwell Vets - Cambourne,United Kingdom
Cromwell Vets - Huntingdon,United Kingdom
Cromwell Vets - Ramsey,United Kingdom
Cromwell Vets - Sawtry,United Kingdom
Cromwell Vets - St Ives,United Kingdom
Cromwell Vets - St Neots,United Kingdom
Spinney Vets - Kettering Road,United Kingdom
Spinney Vets - Wootton Fields,United Kingdom
Warren House - High Halstow Surgery,United Kingdom
Warren House - Lordswood Surgery,United Kingdom
Warren House - Rochester Surgery,United Kingdom
Lida Vets,United Kingdom
Sandhole Vets,United Kingdom
Village Vet Cambridge (Linnaeus),United Kingdom
Mayhew Community Clinic - Vaccination & Nurse,United Kingdom
Mayhew Community Vet Clinic - Surgery,United Kingdom
Paws Veterinary Health Centre,United Kingdom
Whitestone Veterinary Surgery,United Kingdom
Mobidierenarts - At Clinic,Netherlands
Moorgate Veterinary Group - Bovey Tracey,United Kingdom
Moorgate Veterinary Group - MHS,United Kingdom
Mulberry House Vets - Binfield Practice,United Kingdom
Mulberry House Vets - Wokingham Practice,United Kingdom
Natuurlijk Gezonde Dieren,Netherlands
Natuurlijk Gezonde Dieren TM,Netherlands
Oakhill Veterinary Centre - Goosnargh,United Kingdom
Oakhill Veterinary Centre - Kirkham,United Kingdom
Oakhill Veterinary Centre - Lytham Rd,United Kingdom
Dierenkliniek De Hagmolen (Oosthof),Netherlands
GELRE Dierenartsen,Netherlands
Park Hill Veterinary Clinic - All animals,United Kingdom
Park Hill Veterinary Clinic - Cats only,United Kingdom
Priory Veterinary Practice - Bourne,United Kingdom
Priory Veterinary Practice - Stamford,United Kingdom
Priory Veterinary Surgeons - Redhill,United Kingdom
Priory Veterinary Surgeons - Reigate,United Kingdom
Priory Veterinary Surgeons - Tadworth,United Kingdom
Ranzijn Dierenarts Aalsmeer,Netherlands
Ranzijn Dierenarts Alkmaar,Netherlands
Ranzijn Dierenarts Almere,Netherlands
Ranzijn Dierenarts Amersfoort,Netherlands
Ranzijn Dierenarts Amsterdam,Netherlands
Ranzijn Dierenarts De Bilt,Netherlands
Ranzijn Dierenarts Delft,Netherlands
Ranzijn Dierenarts Huizen,Netherlands
Ranzijn Dierenarts Leiderdorp,Netherlands
Ranzijn Dierenarts Nieuw-Vennep,Netherlands
Ranzijn Dierenarts Rotterdam,Netherlands
Ranzijn Dierenarts Sneek,Netherlands
Ranzijn Dierenarts Spijk,Netherlands
Ranzijn Dierenarts Velserbroek,Netherlands
Ranzijn Dierenarts Zaandam,Netherlands
Rivonia Village Vet,South Africa
Sunninghill Village Vet,South Africa
Rockhall Veterinary - Clare Street,Ireland
Rockhall Veterinary - Ennis road,Ireland
Rockhall Veterinary - Henry St.,Ireland
Rockhall Veterinary - Monaleen,Ireland
Rockhall Veterinary - Shannon,Ireland
Rockhall Veterinary - Westbury,Ireland
Ryedale Vets - Helmsley,United Kingdom
Ryedale Vets - Pickering,United Kingdom
Collingham Vets,United Kingdom
St James Veterinary Group - Morriston,United Kingdom
St James Veterinary Group - Neath,United Kingdom
St James Veterinary Group - Parkway,United Kingdom
St James Veterinary Group - Penllergaer,United Kingdom
St James Veterinary Group - Whitegates,United Kingdom
"St James Veterinary Group, Walter Road",United Kingdom
The City Vet Clinic - Abu Dhabi Branch,United Arab Emirates
The City Vet Clinic - Al Warqa City Mall,United Arab Emirates
The City Vet Clinic - Al Wasl Branch,United Arab Emirates
The Pet Health Partnership - Lytchett,United Kingdom
The Pet Health Partnership - Wareham,United Kingdom
RVC Beaumont Sainsbury Animal Hospital,United Kingdom
RVC Beaumont Sainsbury Animal Hospital Exotics,United Kingdom
PetEye Vet @ the Vet Clinic,Ireland
The Vet Clinic,Ireland
088.1 Kleintierpraxis Karstedtshof - Wittstock,Germany
088.2 Kleintierpraxis Karstedtshof - Neuruppin,Germany
088.4 Kleintierpraxis Karstedtshof - Kyritz,Germany
040 Tierarztpraxis Bärenwiese - DE,Germany
040 Tierarztpraxis Bärenwiese - EN,Germany
022 Tierarztpraxis Dr.Maul + Dr.Herget - DE,Germany
022 Tierarztpraxis Dr.Maul + Dr.Herget - EN,Germany
071 Tierarztpraxis Südheide - Lachendorf,Germany
005 Kleintierzentrum Hanauerland - DE,Germany
005 Kleintierzentrum Hanauerland - FR,Germany
003 Tierarztpraxis am Brückenkopfpark,Germany
006 Tierärztliche Gemeinschaftspraxis Alzey,Germany
008 Tierarztpraxis Kilb & Team,Germany
009 Tierarztpraxis an den Nidderwiesen,Germany
013 Tierarztpraxis am Wildrosengehölz,Germany
016 Tierarztpraxis Alte Feuerwache,Germany
021 Kleintierpraxis Isselhorst,Germany
024 Kleintierpraxis DOCPOX,Germany
027 Tierarzt Welden,Germany
028 Kleintierpraxis Dr. Marianne Nieder,Germany
029 Tierärztliche Praxis am Schönbuch,Germany
030 Tierarztpraxis Marburg,Germany
032 Tierarztpraxis Biet & Wanschura,Germany
035 Kleintierpraxis am Loderhof,Germany
036 Tierarztpraxis Roland Biet,Germany
039 Kleintierpraxis Heidelberg-Rohrbach,Germany
043 Tierarztpraxis Garmisch-Partenkirchen,Germany
044 Kleintierpraxis Wissenbach,Germany
045 Tierarztpraxis Hülsmann,Germany
048 Tierarztpraxis Wulmstorf,Germany
054 Tierärztliche Praxis Cappeln,Germany
055 Kleintierzentrum am Obermain,Germany
058 Tierarztpraxis Uwe Lenk,Germany
062 Tierarztpraxis Kammerer Mainleus,Germany
063 Kleintierpraxis Lünevet Markus Jacobi,Germany
067 Kleintierzentrum Sieben Seen Schwerin,Germany
068 Tierarztpraxis Klaus von Gierke,Germany
069 Tierarzt Menger Weitramsdorf,Germany
072 Activet Krefeld,Germany
073 Tierarztpraxis Activet Duisburg,Germany
075 Activet Potsdam,Germany
076 Activet Hannover,Germany
077 Kleintierpraxis Dr. Med. Vet. Yvonne Villforth,Germany
079 Tierarztpraxis Zuckerhaus,Germany
081 Tierarztpraxis Jörg Richter,Germany
083 Tierarztpraxis Emmerich-Häberlein,Germany
084 Tiergesundheitszentrum Bad Birnbach,Germany
085 Tierarztpraxis Dr Maike Höch,Germany
091 Tierspital am Schliersee,Germany
093 Tierärztliche Praxis am Schellenberg,Germany
103 Tierarztpraxis Sandersdorf,Germany
Vetcare Ltd - Bolton,United Kingdom
Vetcare Ltd - Hindley,United Kingdom
Vetcare Ltd - Leigh,United Kingdom
Vetcare Clinic,Netherlands
Vetcare Dierenkliniek,Netherlands
DierenDokters Haarlem,Netherlands
DierenDokters Schiedam,Netherlands
Diergezondheidscentrum Zuid-Limburg - Ganzeweide,Netherlands
Diergezondheidscentrum Zuid-Limburg - Heideveldweg,Netherlands
DierenDokters Eindhoven Kalmoesplein,Netherlands
DierenDokters Rotterdam Noord,Netherlands
DierenDokters Utrecht,Netherlands
DierenDokters Voorburg,Netherlands
Dierendokters Zeist,Netherlands
